id_transakcji,Data,Rodzaj transakcji,koszt,id_wizyty jeśli wizyta
3842,2020-10-28,konsultacja chirurgiczna,40,4357
3843,2020-10-28,zabieg chirurgiczny drobny,100,4358
3844,2020-10-28,konsultacja chirurgiczna,40,4360
3845,2020-10-28,konsultacja chirurgiczna,40,4361
3846,2020-10-29,zabieg higieniczny drobny,50,4363
3847,2020-10-29,EKG,80,4364
3848,2020-10-29,zabieg higieniczy duży,80,4365
3849,2020-10-29,kontrolna,40,4366
3850,2020-10-29,RTG,80,4368
3851,2020-10-29,wydanie paszportu,100,4370
3852,2020-10-29,antykoncepcja,150,4371
3853,2020-10-29,eutanazja,200,4372
3854,2020-10-29,antykoncepcja,150,4373
3855,2020-10-29,szczepienie,30,4374
3856,2020-10-29,badanie krwi,60,4375
3857,2020-10-29,EKG,80,4376
3858,2020-10-29,zabieg higieniczny drobny,50,4377
3859,2020-10-29,kontrolna,40,4378
3860,2020-10-29,USG,100,4381
3861,2020-10-29,zabieg higieniczny drobny,50,4382
3862,2020-10-29,EKG,80,4384
3863,2020-10-29,zabieg chirurgiczny drobny,100,4386
3864,2020-10-29,zabieg chirurgii wewnętrznej,300,4387
3865,2020-10-29,konsultacja chirurgiczna,40,4388
3866,2020-10-29,konsultacja chirurgiczna,40,4389
3867,2020-10-29,zabieg chirurgii wewnętrznej,300,4390
3868,2020-10-29,konsultacja chirurgiczna,40,4391
3869,2020-10-29,konsultacja chirurgiczna,40,4392
3870,2020-10-29,konsultacja chirurgiczna,40,4393
3871,2020-10-29,konsultacja chirurgiczna,40,4394
3872,2020-10-29,konsultacja chirurgiczna,40,4395
3873,2020-10-29,konsultacja chirurgiczna,40,4396
3874,2020-10-30,zabieg ortopedyczny,200,4398
3875,2020-10-30,antykoncepcja,150,4399
3876,2020-10-30,kroplówka witaminowa,50,4400
3877,2020-10-30,zabieg higieniczny drobny,50,4401
3878,2020-10-30,kroplówka witaminowa,50,4402
3879,2020-10-30,antykoncepcja,150,4403
3880,2020-10-30,Kompleksowy zestaw badań,250,4405
3881,2020-10-30,kroplówka witaminowa,50,4406
3882,2020-10-31,badanie krwi,60,4407
3883,2020-10-31,zabieg ortopedyczny,200,4408
3884,2020-10-31,szczepienie,30,4409
3885,2020-10-31,antykoncepcja,150,4410
3886,2020-10-31,wydanie paszportu,100,4411
3887,2020-11-01,szczepienie,30,4414
3888,2020-11-01,szczepienie,30,4415
3889,2020-11-01,kontrolna,40,4416
3890,2020-11-01,antykoncepcja,150,4417
3891,2020-11-01,EKG,80,4418
3892,2020-11-01,badanie krwi,60,4419
3893,2020-11-01,czynsz,-4500,
3894,2020-11-01,firma sprzątająca,-2800,
3895,2020-11-01,opłaty,-900,
3896,2020-11-01,biuro rachunkowe,-500,
3897,2020-11-01,opłaty bankowe,-140,
3898,2020-11-01,pensje dla pracowników,-20460,
3899,2020-11-02,zabieg higieniczny drobny,50,4420
3900,2020-11-02,kroplówka witaminowa,50,4421
3901,2020-11-02,kroplówka witaminowa,50,4423
3902,2020-11-02,chipowanie,60,4425
3903,2020-11-02,szczepienie,30,4426
3904,2020-11-02,zabieg higieniczny drobny,50,4428
3905,2020-11-02,zabieg ortopedyczny,200,4429
3906,2020-11-02,zabieg ortopedyczny,200,4430
3907,2020-11-02,zabieg chirurgiczny drobny,100,4431
3908,2020-11-02,konsultacja chirurgiczna,40,4432
3909,2020-11-02,zabieg chirurgiczny drobny,100,4433
3910,2020-11-02,konsultacja chirurgiczna,40,4434
3911,2020-11-02,zabieg chirurgiczny drobny,100,4436
3912,2020-11-02,zabieg chirurgiczny drobny,100,4437
3913,2020-11-02,konsultacja chirurgiczna,40,4438
3914,2020-11-02,zabieg okulistyczny,200,4439
3915,2020-11-02,zabieg chirurgii wewnętrznej,300,4440
3916,2020-11-03,zabieg ortopedyczny,200,4441
3917,2020-11-03,zabieg ortopedyczny,200,4442
3918,2020-11-03,zabieg ortopedyczny,200,4443
3919,2020-11-03,szczepienie,30,4444
3920,2020-11-03,zabieg higieniczy duży,80,4446
3921,2020-11-03,testy alergiczne,150,4448
3922,2020-11-03,kroplówka witaminowa,50,4449
3923,2020-11-03,zabieg higieniczny drobny,50,4450
3924,2020-11-03,badanie krwi,60,4452
3925,2020-11-03,eutanazja,200,4453
3926,2020-11-03,Kompleksowy zestaw badań,250,4454
3927,2020-11-03,zabieg chirurgiczny drobny,100,4456
3928,2020-11-03,zabieg okulistyczny,200,4457
3929,2020-11-03,zabieg chrurgii zewnętrznej,300,4458
3930,2020-11-03,konsultacja chirurgiczna,40,4460
3931,2020-11-04,RTG,80,4462
3932,2020-11-04,EKG,80,4463
3933,2020-11-04,badanie krwi,60,4464
3934,2020-11-04,zabieg higieniczny drobny,50,4465
3935,2020-11-04,wydanie paszportu,100,4466
3936,2020-11-04,eutanazja,200,4467
3937,2020-11-04,zabieg higieniczy duży,80,4468
3938,2020-11-04,Kompleksowy zestaw badań,250,4469
3939,2020-11-04,zabieg ortopedyczny,200,4470
3940,2020-11-04,EKG,80,4471
3941,2020-11-04,EKG,80,4472
3942,2020-11-04,USG,100,4473
3943,2020-11-04,antykoncepcja,150,4474
3944,2020-11-04,antykoncepcja,150,4476
3945,2020-11-04,zabieg okulistyczny,200,4477
3946,2020-11-04,konsultacja chirurgiczna,40,4478
3947,2020-11-04,zabieg chirurgiczny drobny,100,4480
3948,2020-11-04,zabieg chirurgii wewnętrznej,300,4482
3949,2020-11-05,antykoncepcja,150,4484
3950,2020-11-05,kroplówka witaminowa,50,4485
3951,2020-11-05,eutanazja,200,4486
3952,2020-11-05,zabieg higieniczy duży,80,4488
3953,2020-11-05,zabieg higieniczy duży,80,4489
3954,2020-11-05,wydanie paszportu,100,4492
3955,2020-11-05,szczepienie,30,4494
3956,2020-11-05,szczepienie,30,4495
3957,2020-11-05,badanie krwi,60,4496
3958,2020-11-05,chipowanie,60,4497
3959,2020-11-05,kontrolna,40,4498
3960,2020-11-05,zabieg higieniczny drobny,50,4500
3961,2020-11-05,zabieg chirurgii wewnętrznej,300,4501
3962,2020-11-05,zabieg chirurgii wewnętrznej,300,4503
3963,2020-11-05,zabieg chirurgiczny drobny,100,4505
3964,2020-11-05,konsultacja chirurgiczna,40,4506
3965,2020-11-05,operacja w znieczuleniu częściowym,400,4507
3966,2020-11-05,zabieg chrurgii zewnętrznej,300,4508
3967,2020-11-05,zabieg chirurgiczny drobny,100,4509
3968,2020-11-05,zabieg chirurgii wewnętrznej,300,4510
3969,2020-11-06,kroplówka witaminowa,50,4511
3970,2020-11-06,RTG,80,4512
3971,2020-11-06,EKG,80,4513
3972,2020-11-06,eutanazja,200,4514
3973,2020-11-06,badanie krwi,60,4515
3974,2020-11-06,kroplówka witaminowa,50,4516
3975,2020-11-06,RTG,80,4517
3976,2020-11-06,kontrolna,40,4518
3977,2020-11-07,wydanie paszportu,100,4520
3978,2020-11-07,kroplówka witaminowa,50,4522
3979,2020-11-07,zabieg ortopedyczny,200,4523
3980,2020-11-07,wydanie paszportu,100,4524
3981,2020-11-08,testy alergiczne,150,4525
3982,2020-11-08,zabieg ortopedyczny,200,4526
3983,2020-11-09,wydanie paszportu,100,4527
3984,2020-11-09,EKG,80,4532
3985,2020-11-09,zabieg chrurgii zewnętrznej,300,4535
3986,2020-11-09,konsultacja chirurgiczna,40,4537
3987,2020-11-09,operacja w znieczuleniu częściowym,400,4539
3988,2020-11-10,szczepienie,30,4540
3989,2020-11-10,USG,100,4541
3990,2020-11-10,testy alergiczne,150,4543
3991,2020-11-10,USG,100,4544
3992,2020-11-10,eutanazja,200,4546
3993,2020-11-10,chipowanie,60,4547
3994,2020-11-10,EKG,80,4548
3995,2020-11-10,zabieg higieniczny drobny,50,4549
3996,2020-11-10,zabieg higieniczny drobny,50,4550
3997,2020-11-10,testy alergiczne,150,4553
3998,2020-11-10,zabieg chirurgiczny drobny,100,4554
3999,2020-11-10,konsultacja chirurgiczna,40,4555
4000,2020-11-10,zabieg chirurgii wewnętrznej,300,4556
4001,2020-11-10,operacja pod narkozą,450,4557
4002,2020-11-10,zabieg chirurgiczny drobny,100,4558
4003,2020-11-10,zabieg chirurgiczny drobny,100,4559
4004,2020-11-11,kroplówka witaminowa,50,4560
4005,2020-11-11,testy alergiczne,150,4561
4006,2020-11-11,szczepienie,30,4562
4007,2020-11-11,kroplówka witaminowa,50,4564
4008,2020-11-11,USG,100,4565
4009,2020-11-11,szczepienie,30,4566
4010,2020-11-11,Kompleksowy zestaw badań,250,4567
4011,2020-11-11,Kompleksowy zestaw badań,250,4568
4012,2020-11-11,zabieg ortopedyczny,200,4569
4013,2020-11-11,zabieg chirurgii wewnętrznej,300,4570
4014,2020-11-11,zabieg okulistyczny,200,4571
4015,2020-11-11,konsultacja chirurgiczna,40,4572
4016,2020-11-11,operacja pod narkozą,450,4573
4017,2020-11-12,zabieg higieniczny drobny,50,4575
4018,2020-11-12,kontrolna,40,4577
4019,2020-11-12,Kompleksowy zestaw badań,250,4578
4020,2020-11-12,RTG,80,4579
4021,2020-11-12,zabieg higieniczny drobny,50,4580
4022,2020-11-12,wydanie paszportu,100,4581
4023,2020-11-12,eutanazja,200,4582
4024,2020-11-12,testy alergiczne,150,4583
4025,2020-11-12,USG,100,4585
4026,2020-11-12,badanie krwi,60,4586
4027,2020-11-12,Kompleksowy zestaw badań,250,4587
4028,2020-11-12,szczepienie,30,4588
4029,2020-11-12,testy alergiczne,150,4589
4030,2020-11-12,badanie krwi,60,4590
4031,2020-11-12,zabieg ortopedyczny,200,4591
4032,2020-11-12,EKG,80,4592
4033,2020-11-12,zabieg okulistyczny,200,4593
4034,2020-11-12,zabieg chirurgiczny drobny,100,4594
4035,2020-11-12,konsultacja chirurgiczna,40,4595
4036,2020-11-12,konsultacja chirurgiczna,40,4596
4037,2020-11-12,konsultacja chirurgiczna,40,4599
4038,2020-11-13,zabieg ortopedyczny,200,4600
4039,2020-11-13,antykoncepcja,150,4601
4040,2020-11-13,kroplówka witaminowa,50,4602
4041,2020-11-13,wydanie paszportu,100,4604
4042,2020-11-14,chipowanie,60,4607
4043,2020-11-14,Kompleksowy zestaw badań,250,4608
4044,2020-11-15,testy alergiczne,150,4609
4045,2020-11-15,badanie krwi,60,4610
4046,2020-11-15,badanie krwi,60,4611
4047,2020-11-15,kroplówka witaminowa,50,4612
4048,2020-11-16,kroplówka witaminowa,50,4614
4049,2020-11-16,kroplówka witaminowa,50,4615
4050,2020-11-16,Kompleksowy zestaw badań,250,4616
4051,2020-11-16,badanie krwi,60,4617
4052,2020-11-16,zabieg higieniczny drobny,50,4618
4053,2020-11-16,badanie krwi,60,4619
4054,2020-11-16,wydanie paszportu,100,4620
4055,2020-11-16,zabieg ortopedyczny,200,4621
4056,2020-11-16,zabieg ortopedyczny,200,4622
4057,2020-11-16,szczepienie,30,4623
4058,2020-11-16,konsultacja chirurgiczna,40,4624
4059,2020-11-16,zabieg chirurgiczny drobny,100,4626
4060,2020-11-16,zabieg chirurgiczny drobny,100,4627
4061,2020-11-16,zabieg chirurgiczny drobny,100,4628
4062,2020-11-16,zabieg chirurgiczny drobny,100,4629
4063,2020-11-16,konsultacja chirurgiczna,40,4630
4064,2020-11-16,konsultacja chirurgiczna,40,4631
4065,2020-11-16,konsultacja chirurgiczna,40,4632
4066,2020-11-16,konsultacja chirurgiczna,40,4633
4067,2020-11-16,zabieg chirurgiczny drobny,100,4634
4068,2020-11-16,operacja w znieczuleniu częściowym,400,4635
4069,2020-11-17,kontrolna,40,4636
4070,2020-11-17,chipowanie,60,4637
4071,2020-11-17,zabieg ortopedyczny,200,4638
4072,2020-11-17,szczepienie,30,4639
4073,2020-11-17,zabieg ortopedyczny,200,4640
4074,2020-11-17,eutanazja,200,4641
4075,2020-11-17,kontrolna,40,4642
4076,2020-11-17,badanie krwi,60,4644
4077,2020-11-17,operacja pod narkozą,450,4645
4078,2020-11-17,konsultacja chirurgiczna,40,4646
4079,2020-11-17,konsultacja chirurgiczna,40,4647
4080,2020-11-17,konsultacja chirurgiczna,40,4648
4081,2020-11-17,zabieg okulistyczny,200,4649
4082,2020-11-18,antykoncepcja,150,4650
4083,2020-11-18,chipowanie,60,4651
4084,2020-11-18,zabieg higieniczy duży,80,4652
4085,2020-11-18,szczepienie,30,4653
4086,2020-11-18,chipowanie,60,4654
4087,2020-11-18,RTG,80,4655
4088,2020-11-18,USG,100,4657
4089,2020-11-18,eutanazja,200,4658
4090,2020-11-18,zabieg higieniczny drobny,50,4659
4091,2020-11-18,antykoncepcja,150,4660
4092,2020-11-18,badanie krwi,60,4661
4093,2020-11-18,badanie krwi,60,4662
4094,2020-11-18,antykoncepcja,150,4663
4095,2020-11-18,zabieg higieniczny drobny,50,4664
4096,2020-11-18,szczepienie,30,4665
4097,2020-11-18,kontrolna,40,4666
4098,2020-11-18,zabieg higieniczy duży,80,4667
4099,2020-11-18,konsultacja chirurgiczna,40,4670
4100,2020-11-18,konsultacja chirurgiczna,40,4671
4101,2020-11-18,konsultacja chirurgiczna,40,4672
4102,2020-11-18,zabieg chirurgiczny drobny,100,4673
4103,2020-11-18,operacja w znieczuleniu częściowym,400,4674
4104,2020-11-18,konsultacja chirurgiczna,40,4675
4105,2020-11-18,zabieg chirurgiczny drobny,100,4679
4106,2020-11-18,konsultacja chirurgiczna,40,4680
4107,2020-11-18,konsultacja chirurgiczna,40,4681
4108,2020-11-19,kontrolna,40,4682
4109,2020-11-19,zabieg higieniczny drobny,50,4683
4110,2020-11-19,EKG,80,4684
4111,2020-11-19,USG,100,4685
4112,2020-11-19,kontrolna,40,4686
4113,2020-11-19,antykoncepcja,150,4687
4114,2020-11-19,RTG,80,4688
4115,2020-11-19,USG,100,4689
4116,2020-11-19,szczepienie,30,4691
4117,2020-11-19,antykoncepcja,150,4694
4118,2020-11-19,antykoncepcja,150,4695
4119,2020-11-19,RTG,80,4696
4120,2020-11-19,eutanazja,200,4697
4121,2020-11-19,zabieg chirurgiczny drobny,100,4699
4122,2020-11-19,konsultacja chirurgiczna,40,4700
4123,2020-11-19,konsultacja chirurgiczna,40,4701
4124,2020-11-19,zabieg chirurgiczny drobny,100,4702
4125,2020-11-19,zabieg chirurgiczny drobny,100,4703
4126,2020-11-19,konsultacja chirurgiczna,40,4704
4127,2020-11-19,zabieg okulistyczny,200,4705
4128,2020-11-19,zabieg chirurgii wewnętrznej,300,4706
4129,2020-11-19,zabieg chirurgiczny drobny,100,4707
4130,2020-11-19,zabieg chirurgiczny drobny,100,4708
4131,2020-11-20,EKG,80,4709
4132,2020-11-20,wydanie paszportu,100,4710
4133,2020-11-20,RTG,80,4711
4134,2020-11-20,kontrolna,40,4712
4135,2020-11-20,zabieg ortopedyczny,200,4714
4136,2020-11-20,zabieg ortopedyczny,200,4715
4137,2020-11-20,RTG,80,4716
4138,2020-11-20,testy alergiczne,150,4717
4139,2020-11-21,testy alergiczne,150,4718
4140,2020-11-22,testy alergiczne,150,4720
4141,2020-11-22,wydanie paszportu,100,4721
4142,2020-11-22,zabieg higieniczny drobny,50,4722
4143,2020-11-22,USG,100,4723
4144,2020-11-23,chipowanie,60,4724
4145,2020-11-23,kroplówka witaminowa,50,4725
4146,2020-11-23,chipowanie,60,4726
4147,2020-11-23,szczepienie,30,4727
4148,2020-11-23,chipowanie,60,4728
4149,2020-11-23,badanie krwi,60,4729
4150,2020-11-23,zabieg higieniczny drobny,50,4730
4151,2020-11-23,zabieg higieniczy duży,80,4731
4152,2020-11-23,antykoncepcja,150,4732
4153,2020-11-23,wydanie paszportu,100,4733
4154,2020-11-23,RTG,80,4734
4155,2020-11-23,konsultacja chirurgiczna,40,4735
4156,2020-11-23,zabieg chirurgiczny drobny,100,4736
4157,2020-11-23,zabieg chirurgiczny drobny,100,4737
4158,2020-11-23,konsultacja chirurgiczna,40,4738
4159,2020-11-23,konsultacja chirurgiczna,40,4739
4160,2020-11-23,konsultacja chirurgiczna,40,4740
4161,2020-11-23,konsultacja chirurgiczna,40,4741
4162,2020-11-23,konsultacja chirurgiczna,40,4742
4163,2020-11-23,konsultacja chirurgiczna,40,4743
4164,2020-11-23,konsultacja chirurgiczna,40,4745
4165,2020-11-24,zabieg ortopedyczny,200,4746
4166,2020-11-24,wydanie paszportu,100,4747
4167,2020-11-24,testy alergiczne,150,4748
4168,2020-11-24,RTG,80,4749
4169,2020-11-24,chipowanie,60,4750
4170,2020-11-24,kontrolna,40,4751
4171,2020-11-24,USG,100,4752
4172,2020-11-24,zabieg higieniczy duży,80,4753
4173,2020-11-24,zabieg higieniczy duży,80,4754
4174,2020-11-24,eutanazja,200,4755
4175,2020-11-24,zabieg higieniczny drobny,50,4758
4176,2020-11-24,antykoncepcja,150,4759
4177,2020-11-24,testy alergiczne,150,4760
4178,2020-11-24,EKG,80,4761
4179,2020-11-24,zabieg chirurgiczny drobny,100,4762
4180,2020-11-24,zabieg chirurgiczny drobny,100,4763
4181,2020-11-24,konsultacja chirurgiczna,40,4764
4182,2020-11-24,operacja pod narkozą,450,4765
4183,2020-11-24,konsultacja chirurgiczna,40,4766
4184,2020-11-24,zabieg chirurgiczny drobny,100,4767
4185,2020-11-24,zabieg chirurgiczny drobny,100,4768
4186,2020-11-24,konsultacja chirurgiczna,40,4769
4187,2020-11-24,zabieg okulistyczny,200,4770
4188,2020-11-25,kontrolna,40,4771
4189,2020-11-25,zabieg ortopedyczny,200,4772
4190,2020-11-25,zabieg higieniczy duży,80,4773
4191,2020-11-25,zabieg higieniczy duży,80,4774
4192,2020-11-25,RTG,80,4775
4193,2020-11-25,kroplówka witaminowa,50,4777
4194,2020-11-25,eutanazja,200,4780
4195,2020-11-25,eutanazja,200,4781
4196,2020-11-25,RTG,80,4782
4197,2020-11-25,USG,100,4783
4198,2020-11-25,zabieg ortopedyczny,200,4784
4199,2020-11-25,zabieg higieniczy duży,80,4785
4200,2020-11-25,szczepienie,30,4786
4201,2020-11-25,kroplówka witaminowa,50,4787
4202,2020-11-25,Kompleksowy zestaw badań,250,4788
4203,2020-11-25,zabieg chirurgii wewnętrznej,300,4791
4204,2020-11-26,testy alergiczne,150,4793
4205,2020-11-26,zabieg ortopedyczny,200,4794
4206,2020-11-26,RTG,80,4795
4207,2020-11-26,EKG,80,4796
4208,2020-11-26,szczepienie,30,4797
4209,2020-11-26,wydanie paszportu,100,4799
4210,2020-11-26,USG,100,4801
4211,2020-11-26,USG,100,4802
4212,2020-11-26,zabieg higieniczny drobny,50,4803
4213,2020-11-26,USG,100,4804
4214,2020-11-26,kroplówka witaminowa,50,4807
4215,2020-11-26,kroplówka witaminowa,50,4808
4216,2020-11-26,Kompleksowy zestaw badań,250,4809
4217,2020-11-26,konsultacja chirurgiczna,40,4810
4218,2020-11-26,konsultacja chirurgiczna,40,4811
4219,2020-11-26,konsultacja chirurgiczna,40,4812
4220,2020-11-26,konsultacja chirurgiczna,40,4813
4221,2020-11-26,konsultacja chirurgiczna,40,4814
4222,2020-11-26,operacja w znieczuleniu częściowym,400,4815
4223,2020-11-26,zabieg chirurgiczny drobny,100,4816
4224,2020-11-27,zabieg higieniczy duży,80,4817
4225,2020-11-27,zabieg ortopedyczny,200,4818
4226,2020-11-27,zabieg higieniczny drobny,50,4819
4227,2020-11-27,kontrolna,40,4820
4228,2020-11-27,kroplówka witaminowa,50,4821
4229,2020-11-27,kontrolna,40,4823
4230,2020-11-27,zabieg ortopedyczny,200,4825
4231,2020-11-27,zabieg higieniczny drobny,50,4826
4232,2020-11-27,wydanie paszportu,100,4827
4233,2020-11-27,antykoncepcja,150,4828
4234,2020-11-28,eutanazja,200,4829
4235,2020-11-29,badanie krwi,60,4831
4236,2020-11-29,zabieg higieniczny drobny,50,4832
4237,2020-11-29,kontrolna,40,4833
4238,2020-11-29,szczepienie,30,4834
4239,2020-11-29,Kompleksowy zestaw badań,250,4835
4240,2020-11-30,RTG,80,4837
4241,2020-11-30,zabieg higieniczny drobny,50,4838
4242,2020-11-30,zabieg higieniczny drobny,50,4839
4243,2020-11-30,zabieg higieniczny drobny,50,4840
4244,2020-11-30,testy alergiczne,150,4841
4245,2020-11-30,zabieg ortopedyczny,200,4842
4246,2020-11-30,chipowanie,60,4843
4247,2020-11-30,USG,100,4844
4248,2020-11-30,eutanazja,200,4845
4249,2020-11-30,konsultacja chirurgiczna,40,4846
4250,2020-11-30,zabieg chirurgiczny drobny,100,4847
4251,2020-11-30,operacja pod narkozą,450,4848
4252,2020-11-30,zabieg okulistyczny,200,4849
4253,2020-11-30,zabieg chirurgiczny drobny,100,4850
4254,2020-11-30,konsultacja chirurgiczna,40,4851
4255,2020-11-30,konsultacja chirurgiczna,40,4852
4256,2020-11-30,konsultacja chirurgiczna,40,4853
4257,2020-11-30,operacja w znieczuleniu częściowym,400,4854
4258,2020-12-01,testy alergiczne,150,4856
4259,2020-12-01,USG,100,4857
4260,2020-12-01,antykoncepcja,150,4858
4261,2020-12-01,szczepienie,30,4859
4262,2020-12-01,zabieg ortopedyczny,200,4861
4263,2020-12-01,EKG,80,4862
4264,2020-12-01,USG,100,4863
4265,2020-12-01,USG,100,4864
4266,2020-12-01,zabieg ortopedyczny,200,4865
4267,2020-12-01,kontrolna,40,4866
4268,2020-12-01,antykoncepcja,150,4867
4269,2020-12-01,zabieg okulistyczny,200,4868
4270,2020-12-01,operacja w znieczuleniu częściowym,400,4869
4271,2020-12-01,czynsz,-4500,
4272,2020-12-01,firma sprzątająca,-2800,
4273,2020-12-01,opłaty,-900,
4274,2020-12-01,biuro rachunkowe,-500,
4275,2020-12-01,opłaty bankowe,-140,
4276,2020-12-01,pensje dla pracowników,-20460,
4277,2020-12-02,zabieg higieniczny drobny,50,4870
4278,2020-12-02,wydanie paszportu,100,4871
4279,2020-12-02,EKG,80,4872
4280,2020-12-02,badanie krwi,60,4873
4281,2020-12-02,wydanie paszportu,100,4874
4282,2020-12-02,wydanie paszportu,100,4875
4283,2020-12-02,testy alergiczne,150,4876
4284,2020-12-02,EKG,80,4877
4285,2020-12-02,Kompleksowy zestaw badań,250,4880
4286,2020-12-02,USG,100,4881
4287,2020-12-02,zabieg ortopedyczny,200,4883
4288,2020-12-02,zabieg higieniczy duży,80,4884
4289,2020-12-02,konsultacja chirurgiczna,40,4885
4290,2020-12-02,zabieg okulistyczny,200,4886
4291,2020-12-02,konsultacja chirurgiczna,40,4887
4292,2020-12-02,zabieg okulistyczny,200,4888
4293,2020-12-02,konsultacja chirurgiczna,40,4889
4294,2020-12-02,zabieg chirurgiczny drobny,100,4890
4295,2020-12-03,zabieg higieniczy duży,80,4891
4296,2020-12-03,EKG,80,4892
4297,2020-12-03,kontrolna,40,4895
4298,2020-12-03,zabieg ortopedyczny,200,4897
4299,2020-12-03,szczepienie,30,4898
4300,2020-12-03,USG,100,4899
4301,2020-12-03,zabieg higieniczy duży,80,4901
4302,2020-12-03,RTG,80,4903
4303,2020-12-03,Kompleksowy zestaw badań,250,4904
4304,2020-12-03,szczepienie,30,4905
4305,2020-12-03,wydanie paszportu,100,4906
4306,2020-12-03,zabieg higieniczy duży,80,4907
4307,2020-12-03,zabieg chirurgiczny drobny,100,4909
4308,2020-12-03,operacja pod narkozą,450,4912
4309,2020-12-03,zabieg chirurgiczny drobny,100,4913
4310,2020-12-03,operacja pod narkozą,450,4914
4311,2020-12-03,zabieg chirurgii wewnętrznej,300,4915
4312,2020-12-03,konsultacja chirurgiczna,40,4916
4313,2020-12-03,konsultacja chirurgiczna,40,4917
4314,2020-12-03,konsultacja chirurgiczna,40,4918
4315,2020-12-03,operacja pod narkozą,450,4919
4316,2020-12-04,antykoncepcja,150,4920
4317,2020-12-04,Kompleksowy zestaw badań,250,4922
4318,2020-12-04,USG,100,4923
4319,2020-12-04,Kompleksowy zestaw badań,250,4924
4320,2020-12-05,Kompleksowy zestaw badań,250,4926
4321,2020-12-05,kontrolna,40,4927
4322,2020-12-05,chipowanie,60,4928
4323,2020-12-05,kontrolna,40,4929
4324,2020-12-06,EKG,80,4930
4325,2020-12-06,testy alergiczne,150,4931
4326,2020-12-06,wydanie paszportu,100,4934
4327,2020-12-06,USG,100,4936
4328,2020-12-07,USG,100,4939
4329,2020-12-07,USG,100,4940
4330,2020-12-07,RTG,80,4941
4331,2020-12-07,testy alergiczne,150,4943
4332,2020-12-07,wydanie paszportu,100,4944
4333,2020-12-07,USG,100,4945
4334,2020-12-07,zabieg ortopedyczny,200,4946
4335,2020-12-07,zabieg okulistyczny,200,4947
4336,2020-12-07,zabieg chirurgii wewnętrznej,300,4948
4337,2020-12-07,zabieg chirurgiczny drobny,100,4950
4338,2020-12-07,konsultacja chirurgiczna,40,4951
4339,2020-12-07,zabieg chirurgiczny drobny,100,4954
4340,2020-12-07,operacja pod narkozą,450,4955
4341,2020-12-08,wydanie paszportu,100,4959
4342,2020-12-08,USG,100,4960
4343,2020-12-08,szczepienie,30,4961
4344,2020-12-08,zabieg higieniczy duży,80,4962
4345,2020-12-08,chipowanie,60,4963
4346,2020-12-08,kroplówka witaminowa,50,4964
4347,2020-12-08,zabieg higieniczny drobny,50,4965
4348,2020-12-08,EKG,80,4967
4349,2020-12-08,Kompleksowy zestaw badań,250,4968
4350,2020-12-08,kontrolna,40,4969
4351,2020-12-08,zabieg higieniczy duży,80,4970
4352,2020-12-08,zabieg higieniczny drobny,50,4971
4353,2020-12-08,zabieg higieniczny drobny,50,4972
4354,2020-12-08,antykoncepcja,150,4974
4355,2020-12-08,zabieg okulistyczny,200,4975
4356,2020-12-08,zabieg chirurgiczny drobny,100,4976
4357,2020-12-08,zabieg chirurgiczny drobny,100,4977
4358,2020-12-08,konsultacja chirurgiczna,40,4978
4359,2020-12-08,zabieg chirurgii wewnętrznej,300,4979
4360,2020-12-09,eutanazja,200,4981
4361,2020-12-09,chipowanie,60,4982
4362,2020-12-09,antykoncepcja,150,4984
4363,2020-12-09,wydanie paszportu,100,4985
4364,2020-12-09,Kompleksowy zestaw badań,250,4986
4365,2020-12-09,zabieg higieniczny drobny,50,4987
4366,2020-12-09,EKG,80,4988
4367,2020-12-09,RTG,80,4989
4368,2020-12-09,eutanazja,200,4990
4369,2020-12-09,zabieg chirurgiczny drobny,100,4991
4370,2020-12-09,konsultacja chirurgiczna,40,4992
4371,2020-12-09,operacja w znieczuleniu częściowym,400,4994
4372,2020-12-09,konsultacja chirurgiczna,40,4995
4373,2020-12-09,zabieg okulistyczny,200,4996
4374,2020-12-10,kroplówka witaminowa,50,4997
4375,2020-12-10,szczepienie,30,4999
4376,2020-12-10,EKG,80,5000
4377,2020-12-10,szczepienie,30,5002
4378,2020-12-10,zabieg higieniczy duży,80,5005
4379,2020-12-10,chipowanie,60,5006
4380,2020-12-10,wydanie paszportu,100,5007
4381,2020-12-10,badanie krwi,60,5009
4382,2020-12-10,kroplówka witaminowa,50,5010
4383,2020-12-10,eutanazja,200,5011
4384,2020-12-10,zabieg higieniczy duży,80,5012
4385,2020-12-10,chipowanie,60,5014
4386,2020-12-10,antykoncepcja,150,5015
4387,2020-12-10,zabieg okulistyczny,200,5016
4388,2020-12-10,zabieg chirurgiczny drobny,100,5018
4389,2020-12-10,konsultacja chirurgiczna,40,5019
4390,2020-12-10,zabieg chrurgii zewnętrznej,300,5020
4391,2020-12-10,zabieg chirurgiczny drobny,100,5021
4392,2020-12-10,konsultacja chirurgiczna,40,5022
4393,2020-12-10,zabieg chirurgii wewnętrznej,300,5023
4394,2020-12-10,zabieg chirurgiczny drobny,100,5024
4395,2020-12-11,wydanie paszportu,100,5025
4396,2020-12-11,eutanazja,200,5026
4397,2020-12-11,zabieg higieniczny drobny,50,5027
4398,2020-12-11,zabieg ortopedyczny,200,5028
4399,2020-12-11,antykoncepcja,150,5029
4400,2020-12-11,chipowanie,60,5030
4401,2020-12-11,wydanie paszportu,100,5031
