,id_wizyty,Data,Godzina,Id lekarza,Czas trwania wizyty,Rodzaj wizyty,id_zwierzęcia
2875,2875,2020-08-20,17:15:00,2,02:00,eutanazja,406
2876,2876,2020-08-20,09:00:00,3,02:00,operacja pod narkozą,802
2877,2877,2020-08-20,11:00:00,3,00:30,zabieg chirurgiczny drobny,1037
2878,2878,2020-08-20,13:00:00,3,01:00,zabieg okulistyczny ,1112
2879,2879,2020-08-20,17:30:00,3,00:30,zabieg chirurgiczny drobny,797
2880,2880,2020-08-21,08:30:00,2,02:00,eutanazja,190
2881,2881,2020-08-21,11:15:00,2,00:30,EKG,819
2882,2882,2020-08-21,11:45:00,2,00:15,zabieg higieniczny drobny,1193
2883,2883,2020-08-21,12:00:00,2,00:15,zabieg higieniczny drobny,878
2884,2884,2020-08-21,13:00:00,2,01:00,antykoncepcja,801
2885,2885,2020-08-21,16:00:00,2,00:15,badanie krwi,709
2886,2886,2020-08-21,16:30:00,2,00:30,RTG,1046
2887,2887,2020-08-22,09:00:00,1,00:15,badanie krwi,641
2888,2888,2020-08-22,09:15:00,1,00:15,chipowanie,742
2889,2889,2020-08-22,09:30:00,1,00:30,RTG,262
2890,2890,2020-08-22,12:00:00,1,00:15,chipowanie,810
2891,2891,2020-08-23,09:30:00,2,01:00,zabieg ortopedyczny,350
2892,2892,2020-08-24,09:30:00,1,00:30,zabieg higieniczy duży,713
2893,2893,2020-08-24,11:30:00,1,01:00,antykoncepcja,922
2894,2894,2020-08-24,12:30:00,1,00:15,wydanie paszportu,347
2895,2895,2020-08-24,13:30:00,1,01:00,zabieg ortopedyczny,168
2896,2896,2020-08-24,14:30:00,1,00:15,zabieg higieniczny drobny,62
2897,2897,2020-08-24,15:45:00,1,00:30,EKG,470
2898,2898,2020-08-24,12:30:00,3,00:15,konsultacja chirurgiczna,397
2899,2899,2020-08-24,12:45:00,3,00:30,zabieg chirurgiczny drobny,590
2900,2900,2020-08-24,13:15:00,3,00:15,konsultacja chirurgiczna,422
2901,2901,2020-08-24,14:00:00,3,01:00,zabieg chrurgii zewnętrznej,1091
2902,2902,2020-08-24,15:30:00,3,00:15,konsultacja chirurgiczna,734
2903,2903,2020-08-25,08:30:00,1,00:30,RTG,366
2904,2904,2020-08-25,11:00:00,1,00:15,badanie krwi,1015
2905,2905,2020-08-25,12:15:00,1,00:30,zabieg higieniczy duży,867
2906,2906,2020-08-25,13:00:00,1,01:00,zabieg ortopedyczny,1019
2907,2907,2020-08-25,15:00:00,1,00:30,RTG,984
2908,2908,2020-08-25,15:30:00,1,00:30,EKG,849
2909,2909,2020-08-25,09:00:00,2,00:15,badanie krwi,218
2910,2910,2020-08-25,09:15:00,2,00:30,USG,33
2911,2911,2020-08-25,10:45:00,2,00:30,RTG,706
2912,2912,2020-08-25,11:30:00,2,01:00,zabieg ortopedyczny,1199
2913,2913,2020-08-25,12:30:00,2,01:00,antykoncepcja,1158
2914,2914,2020-08-25,08:30:00,3,00:15,konsultacja chirurgiczna,238
2915,2915,2020-08-25,10:00:00,3,00:30,zabieg chirurgiczny drobny,602
2916,2916,2020-08-25,10:30:00,3,00:30,zabieg chirurgiczny drobny,18
2917,2917,2020-08-25,11:00:00,3,00:15,konsultacja chirurgiczna,583
2918,2918,2020-08-25,11:15:00,3,01:00,zabieg chrurgii zewnętrznej,510
2919,2919,2020-08-25,12:15:00,3,00:15,konsultacja chirurgiczna,65
2920,2920,2020-08-25,13:45:00,3,00:15,konsultacja chirurgiczna,643
2921,2921,2020-08-25,14:30:00,3,01:00,zabieg okulistyczny ,114
2922,2922,2020-08-25,15:30:00,3,02:00,operacja w znieczuleniu częściowym,273
2923,2923,2020-08-26,08:00:00,1,01:00,antykoncepcja,982
2924,2924,2020-08-26,09:00:00,1,00:15,chipowanie,117
2925,2925,2020-08-26,09:15:00,1,00:30,zabieg higieniczy duży,764
2926,2926,2020-08-26,10:00:00,1,00:15,szczepienie,463
2927,2927,2020-08-26,10:30:00,1,00:15,wydanie paszportu,215
2928,2928,2020-08-26,10:45:00,1,01:00,antykoncepcja,364
2929,2929,2020-08-26,15:45:00,1,00:30,EKG,249
2930,2930,2020-08-26,08:30:00,2,00:15,zabieg higieniczny drobny,778
2931,2931,2020-08-26,09:15:00,2,01:00,zabieg ortopedyczny,114
2932,2932,2020-08-26,10:15:00,2,00:15,zabieg higieniczny drobny,261
2933,2933,2020-08-26,10:30:00,2,00:15,wydanie paszportu,438
2934,2934,2020-08-26,11:00:00,2,01:00,testy alergiczne,1194
2935,2935,2020-08-26,13:30:00,2,00:30,zabieg higieniczy duży,922
2936,2936,2020-08-26,14:00:00,2,01:00,antykoncepcja,594
2937,2937,2020-08-26,15:00:00,2,01:00,testy alergiczne,724
2938,2938,2020-08-26,08:00:00,3,01:00,zabieg chirurgii wewnętrznej,272
2939,2939,2020-08-26,10:30:00,3,00:30,zabieg chirurgiczny drobny,787
2940,2940,2020-08-26,14:15:00,3,00:15,konsultacja chirurgiczna,418
2941,2941,2020-08-26,14:30:00,3,02:00,operacja w znieczuleniu częściowym,290
2942,2942,2020-08-27,08:00:00,1,00:15,szczepienie,683
2943,2943,2020-08-27,09:15:00,1,00:15,chipowanie,711
2944,2944,2020-08-27,09:30:00,1,00:15,wydanie paszportu,5
2945,2945,2020-08-27,10:00:00,1,00:15,wydanie paszportu,615
2946,2946,2020-08-27,10:30:00,1,00:30,USG,433
2947,2947,2020-08-27,11:00:00,1,01:00,antykoncepcja,1010
2948,2948,2020-08-27,12:00:00,1,02:00,Kompleksowy zestaw badań ,1121
2949,2949,2020-08-27,14:00:00,1,00:30,kroplówka witaminowa,527
2950,2950,2020-08-27,15:00:00,1,00:30,USG,779
2951,2951,2020-08-27,15:30:00,1,00:30,kroplówka witaminowa,1038
2952,2952,2020-08-27,16:30:00,1,00:15,zabieg higieniczny drobny,874
2953,2953,2020-08-27,16:45:00,1,00:15,wydanie paszportu,565
2954,2954,2020-08-27,17:00:00,1,00:15,wydanie paszportu,591
2955,2955,2020-08-27,17:15:00,1,00:15,chipowanie,883
2956,2956,2020-08-27,08:00:00,2,00:15,wydanie paszportu,658
2957,2957,2020-08-27,11:15:00,2,02:00,eutanazja,400
2958,2958,2020-08-27,15:15:00,2,00:15,zabieg higieniczny drobny,45
2959,2959,2020-08-27,15:30:00,2,00:30,kroplówka witaminowa,357
2960,2960,2020-08-27,16:00:00,2,00:15,wydanie paszportu,206
2961,2961,2020-08-27,09:30:00,3,01:00,zabieg chrurgii zewnętrznej,192
2962,2962,2020-08-27,10:30:00,3,00:15,konsultacja chirurgiczna,275
2963,2963,2020-08-27,10:45:00,3,00:15,konsultacja chirurgiczna,1087
2964,2964,2020-08-27,14:30:00,3,00:15,konsultacja chirurgiczna,714
2965,2965,2020-08-27,16:15:00,3,01:00,zabieg chrurgii zewnętrznej,591
2966,2966,2020-08-27,17:15:00,3,01:00,zabieg chirurgii wewnętrznej,36
2967,2967,2020-08-28,08:00:00,2,02:00,Kompleksowy zestaw badań ,578
2968,2968,2020-08-28,10:15:00,2,02:00,Kompleksowy zestaw badań ,135
2969,2969,2020-08-28,12:45:00,2,00:30,kroplówka witaminowa,948
2970,2970,2020-08-28,13:15:00,2,01:00,testy alergiczne,715
2971,2971,2020-08-28,14:45:00,2,01:00,zabieg ortopedyczny,470
2972,2972,2020-08-28,16:45:00,2,00:15,zabieg higieniczny drobny,1064
2973,2973,2020-08-28,17:00:00,2,02:00,Kompleksowy zestaw badań ,369
2974,2974,2020-08-29,10:15:00,1,00:15,szczepienie,1169
2975,2975,2020-08-29,10:30:00,1,00:30,RTG,450
2976,2976,2020-08-29,11:00:00,1,00:30,USG,1129
2977,2977,2020-08-29,12:15:00,1,00:15,szczepienie,637
2978,2978,2020-08-30,09:00:00,2,01:00,testy alergiczne,383
2979,2979,2020-08-30,10:00:00,2,00:30,EKG,15
2980,2980,2020-08-30,10:30:00,2,01:00,antykoncepcja,819
2981,2981,2020-08-30,11:30:00,2,00:30,RTG,344
2982,2982,2020-08-31,08:30:00,1,00:30,zabieg higieniczy duży,394
2983,2983,2020-08-31,09:00:00,1,00:15,chipowanie,291
2984,2984,2020-08-31,09:15:00,1,01:00,testy alergiczne,1155
2985,2985,2020-08-31,10:15:00,1,01:00,testy alergiczne,535
2986,2986,2020-08-31,11:30:00,1,01:00,testy alergiczne,786
2987,2987,2020-08-31,13:15:00,1,01:00,testy alergiczne,1102
2988,2988,2020-08-31,11:30:00,3,00:30,zabieg chirurgiczny drobny,0
2989,2989,2020-08-31,12:00:00,3,00:15,konsultacja chirurgiczna,545
2990,2990,2020-08-31,12:15:00,3,00:15,konsultacja chirurgiczna,713
2991,2991,2020-08-31,12:30:00,3,00:15,konsultacja chirurgiczna,854
2992,2992,2020-08-31,13:00:00,3,00:15,konsultacja chirurgiczna,209
2993,2993,2020-08-31,14:00:00,3,00:30,zabieg chirurgiczny drobny,68
2994,2994,2020-08-31,14:30:00,3,01:00,zabieg chirurgii wewnętrznej,229
2995,2995,2020-08-31,15:30:00,3,01:00,zabieg chirurgii wewnętrznej,467
2996,2996,2020-09-01,08:00:00,1,00:15,wydanie paszportu,335
2997,2997,2020-09-01,08:15:00,1,00:15,zabieg higieniczny drobny,10
2998,2998,2020-09-01,08:30:00,1,01:00,zabieg ortopedyczny,1000
2999,2999,2020-09-01,09:45:00,1,00:15,szczepienie,512
3000,3000,2020-09-01,11:15:00,1,02:00,eutanazja,345
3001,3001,2020-09-01,14:15:00,1,00:30,zabieg higieniczy duży,503
3002,3002,2020-09-01,14:45:00,1,00:15,wydanie paszportu,384
3003,3003,2020-09-01,15:30:00,1,00:15,kontrolna,874
3004,3004,2020-09-01,08:00:00,2,00:15,wydanie paszportu,424
3005,3005,2020-09-01,08:45:00,2,02:00,Kompleksowy zestaw badań ,794
3006,3006,2020-09-01,10:45:00,2,00:30,kroplówka witaminowa,505
3007,3007,2020-09-01,11:15:00,2,02:00,eutanazja,805
3008,3008,2020-09-01,14:15:00,2,00:15,szczepienie,380
3009,3009,2020-09-01,10:00:00,3,00:15,konsultacja chirurgiczna,1082
3010,3010,2020-09-01,10:15:00,3,00:15,konsultacja chirurgiczna,532
3011,3011,2020-09-01,10:30:00,3,00:30,zabieg chirurgiczny drobny,119
3012,3012,2020-09-01,11:00:00,3,00:15,konsultacja chirurgiczna,708
3013,3013,2020-09-01,11:45:00,3,00:30,zabieg chirurgiczny drobny,1131
3014,3014,2020-09-01,12:15:00,3,00:15,konsultacja chirurgiczna,1164
3015,3015,2020-09-01,12:30:00,3,00:15,konsultacja chirurgiczna,1033
3016,3016,2020-09-01,13:00:00,3,00:30,zabieg chirurgiczny drobny,1195
3017,3017,2020-09-01,13:30:00,3,02:00,operacja pod narkozą,1176
3018,3018,2020-09-01,15:30:00,3,00:15,konsultacja chirurgiczna,765
3019,3019,2020-09-01,15:45:00,3,01:00,zabieg okulistyczny ,590
3020,3020,2020-09-02,11:00:00,1,01:00,antykoncepcja,810
3021,3021,2020-09-02,12:30:00,1,01:00,antykoncepcja,1000
3022,3022,2020-09-02,13:45:00,1,00:30,RTG,115
3023,3023,2020-09-02,14:15:00,1,02:00,Kompleksowy zestaw badań ,246
3024,3024,2020-09-02,08:00:00,2,01:00,zabieg ortopedyczny,502
3025,3025,2020-09-02,09:00:00,2,02:00,Kompleksowy zestaw badań ,648
3026,3026,2020-09-02,11:00:00,2,01:00,testy alergiczne,149
3027,3027,2020-09-02,14:00:00,2,01:00,antykoncepcja,916
3028,3028,2020-09-02,15:30:00,2,02:00,Kompleksowy zestaw badań ,91
3029,3029,2020-09-02,09:00:00,3,01:00,zabieg chrurgii zewnętrznej,590
3030,3030,2020-09-02,10:45:00,3,00:15,konsultacja chirurgiczna,1143
3031,3031,2020-09-02,13:00:00,3,00:30,zabieg chirurgiczny drobny,878
3032,3032,2020-09-02,14:00:00,3,01:00,zabieg chrurgii zewnętrznej,510
3033,3033,2020-09-02,15:00:00,3,01:00,zabieg chirurgii wewnętrznej,1008
3034,3034,2020-09-03,08:00:00,1,01:00,antykoncepcja,708
3035,3035,2020-09-03,09:30:00,1,00:15,badanie krwi,438
3036,3036,2020-09-03,10:00:00,1,00:15,wydanie paszportu,882
3037,3037,2020-09-03,12:30:00,1,00:30,RTG,459
3038,3038,2020-09-03,16:45:00,1,00:30,zabieg higieniczy duży,1091
3039,3039,2020-09-03,17:15:00,1,00:15,kontrolna,364
3040,3040,2020-09-03,17:30:00,1,01:00,testy alergiczne,782
3041,3041,2020-09-03,08:30:00,2,00:15,wydanie paszportu,647
3042,3042,2020-09-03,08:45:00,2,00:15,szczepienie,1050
3043,3043,2020-09-03,09:00:00,2,00:30,EKG,101
3044,3044,2020-09-03,09:30:00,2,01:00,antykoncepcja,602
3045,3045,2020-09-03,11:30:00,2,01:00,testy alergiczne,1087
3046,3046,2020-09-03,12:30:00,2,00:30,USG,940
3047,3047,2020-09-03,13:15:00,2,00:30,USG,713
3048,3048,2020-09-03,13:45:00,2,00:30,kroplówka witaminowa,28
3049,3049,2020-09-03,14:15:00,2,01:00,zabieg ortopedyczny,47
3050,3050,2020-09-03,15:15:00,2,00:30,kroplówka witaminowa,342
3051,3051,2020-09-03,15:45:00,2,02:00,Kompleksowy zestaw badań ,625
3052,3052,2020-09-03,08:00:00,3,02:00,operacja w znieczuleniu częściowym,0
3053,3053,2020-09-03,10:00:00,3,00:30,zabieg chirurgiczny drobny,814
3054,3054,2020-09-03,11:15:00,3,00:15,konsultacja chirurgiczna,814
3055,3055,2020-09-03,11:30:00,3,01:00,zabieg chrurgii zewnętrznej,424
3056,3056,2020-09-03,14:30:00,3,02:00,operacja w znieczuleniu częściowym,141
3057,3057,2020-09-04,10:15:00,2,01:00,antykoncepcja,1142
3058,3058,2020-09-04,12:15:00,2,00:15,wydanie paszportu,940
3059,3059,2020-09-04,12:30:00,2,00:15,szczepienie,288
3060,3060,2020-09-04,13:15:00,2,00:15,zabieg higieniczny drobny,1152
3061,3061,2020-09-04,14:30:00,2,00:15,kontrolna,33
3062,3062,2020-09-04,16:15:00,2,00:30,kroplówka witaminowa,250
3063,3063,2020-09-04,17:15:00,2,02:00,Kompleksowy zestaw badań ,650
3064,3064,2020-09-05,10:45:00,1,02:00,Kompleksowy zestaw badań ,45
3065,3065,2020-09-06,09:00:00,2,00:15,zabieg higieniczny drobny,276
3066,3066,2020-09-06,09:15:00,2,00:15,kontrolna,135
3067,3067,2020-09-06,09:30:00,2,00:15,chipowanie,188
3068,3068,2020-09-06,11:45:00,2,02:00,eutanazja,1057
3069,3069,2020-09-07,08:00:00,1,01:00,antykoncepcja,425
3070,3070,2020-09-07,09:15:00,1,00:15,chipowanie,1039
3071,3071,2020-09-07,14:00:00,1,00:30,USG,1010
3072,3072,2020-09-07,14:45:00,1,01:00,testy alergiczne,275
3073,3073,2020-09-07,08:00:00,3,00:15,konsultacja chirurgiczna,902
3074,3074,2020-09-07,08:15:00,3,01:00,zabieg okulistyczny ,399
3075,3075,2020-09-07,09:15:00,3,00:15,konsultacja chirurgiczna,969
3076,3076,2020-09-07,10:00:00,3,02:00,operacja w znieczuleniu częściowym,1032
3077,3077,2020-09-07,12:00:00,3,02:00,operacja w znieczuleniu częściowym,834
3078,3078,2020-09-07,14:00:00,3,00:15,konsultacja chirurgiczna,101
3079,3079,2020-09-07,14:30:00,3,00:15,konsultacja chirurgiczna,135
3080,3080,2020-09-07,14:45:00,3,00:30,zabieg chirurgiczny drobny,465
3081,3081,2020-09-07,15:15:00,3,00:15,konsultacja chirurgiczna,713
3082,3082,2020-09-08,08:00:00,1,00:15,badanie krwi,1010
3083,3083,2020-09-08,09:00:00,1,01:00,zabieg ortopedyczny,118
3084,3084,2020-09-08,10:00:00,1,00:15,chipowanie,1143
3085,3085,2020-09-08,10:15:00,1,00:15,badanie krwi,668
3086,3086,2020-09-08,10:30:00,1,01:00,testy alergiczne,251
3087,3087,2020-09-08,11:30:00,1,01:00,antykoncepcja,645
3088,3088,2020-09-08,12:30:00,1,00:15,badanie krwi,344
3089,3089,2020-09-08,12:45:00,1,00:15,badanie krwi,1156
3090,3090,2020-09-08,13:00:00,1,01:00,antykoncepcja,74
3091,3091,2020-09-08,15:45:00,1,00:15,szczepienie,294
3092,3092,2020-09-08,11:45:00,2,00:30,RTG,503
3093,3093,2020-09-08,12:15:00,2,00:15,szczepienie,626
3094,3094,2020-09-08,13:00:00,2,01:00,antykoncepcja,523
3095,3095,2020-09-08,14:00:00,2,00:15,wydanie paszportu,248
3096,3096,2020-09-08,14:15:00,2,02:00,eutanazja,305
3097,3097,2020-09-08,08:30:00,3,02:00,operacja w znieczuleniu częściowym,548
3098,3098,2020-09-08,12:00:00,3,00:15,konsultacja chirurgiczna,572
3099,3099,2020-09-08,12:30:00,3,00:30,zabieg chirurgiczny drobny,932
3100,3100,2020-09-08,15:30:00,3,00:30,zabieg chirurgiczny drobny,0
3101,3101,2020-09-09,09:00:00,1,02:00,Kompleksowy zestaw badań ,599
3102,3102,2020-09-09,12:00:00,1,00:15,wydanie paszportu,1140
3103,3103,2020-09-09,12:15:00,1,00:30,EKG,713
3104,3104,2020-09-09,12:45:00,1,00:15,badanie krwi,247
3105,3105,2020-09-09,13:15:00,1,00:15,kontrolna,973
3106,3106,2020-09-09,14:30:00,1,00:30,zabieg higieniczy duży,584
3107,3107,2020-09-09,08:15:00,2,00:30,kroplówka witaminowa,39
3108,3108,2020-09-09,09:45:00,2,00:15,wydanie paszportu,397
3109,3109,2020-09-09,10:00:00,2,00:30,kroplówka witaminowa,68
3110,3110,2020-09-09,10:30:00,2,00:15,chipowanie,423
3111,3111,2020-09-09,11:45:00,2,00:15,zabieg higieniczny drobny,641
3112,3112,2020-09-09,13:00:00,2,00:15,szczepienie,100
3113,3113,2020-09-09,13:45:00,2,00:15,szczepienie,18
3114,3114,2020-09-09,14:30:00,2,00:30,USG,1152
3115,3115,2020-09-09,15:00:00,2,00:30,USG,399
3116,3116,2020-09-09,15:30:00,2,00:30,USG,454
3117,3117,2020-09-09,08:00:00,3,00:15,konsultacja chirurgiczna,1082
3118,3118,2020-09-09,10:45:00,3,00:30,zabieg chirurgiczny drobny,301
3119,3119,2020-09-09,11:45:00,3,00:30,zabieg chirurgiczny drobny,423
3120,3120,2020-09-09,12:45:00,3,00:15,konsultacja chirurgiczna,1033
3121,3121,2020-09-09,14:15:00,3,00:30,zabieg chirurgiczny drobny,1006
3122,3122,2020-09-09,14:45:00,3,01:00,zabieg okulistyczny ,537
3123,3123,2020-09-09,15:45:00,3,00:30,zabieg chirurgiczny drobny,1109
3124,3124,2020-09-10,08:00:00,1,00:15,zabieg higieniczny drobny,5
3125,3125,2020-09-10,08:15:00,1,02:00,eutanazja,383
3126,3126,2020-09-10,11:15:00,1,01:00,testy alergiczne,1184
3127,3127,2020-09-10,12:45:00,1,00:15,badanie krwi,993
3128,3128,2020-09-10,13:00:00,1,02:00,eutanazja,548
3129,3129,2020-09-10,16:30:00,1,00:15,wydanie paszportu,631
3130,3130,2020-09-10,16:45:00,1,00:15,zabieg higieniczny drobny,826
3131,3131,2020-09-10,17:00:00,1,02:00,eutanazja,634
3132,3132,2020-09-10,08:30:00,2,00:15,badanie krwi,523
3133,3133,2020-09-10,08:45:00,2,00:15,szczepienie,1158
3134,3134,2020-09-10,09:45:00,2,00:30,RTG,1195
3135,3135,2020-09-10,11:45:00,2,00:15,zabieg higieniczny drobny,414
3136,3136,2020-09-10,12:00:00,2,02:00,Kompleksowy zestaw badań ,179
3137,3137,2020-09-10,14:45:00,2,00:15,wydanie paszportu,508
3138,3138,2020-09-10,15:00:00,2,01:00,testy alergiczne,438
3139,3139,2020-09-10,10:00:00,3,01:00,zabieg chrurgii zewnętrznej,364
3140,3140,2020-09-10,11:00:00,3,02:00,operacja w znieczuleniu częściowym,823
3141,3141,2020-09-10,15:15:00,3,02:00,operacja pod narkozą,238
3142,3142,2020-09-10,17:15:00,3,00:15,konsultacja chirurgiczna,881
3143,3143,2020-09-10,17:30:00,3,00:15,konsultacja chirurgiczna,412
3144,3144,2020-09-10,17:45:00,3,00:15,konsultacja chirurgiczna,272
3145,3145,2020-09-11,08:15:00,2,01:00,antykoncepcja,591
3146,3146,2020-09-11,10:15:00,2,01:00,zabieg ortopedyczny,47
3147,3147,2020-09-11,11:45:00,2,00:30,USG,430
3148,3148,2020-09-11,12:15:00,2,01:00,antykoncepcja,1033
3149,3149,2020-09-11,13:15:00,2,00:15,chipowanie,1078
3150,3150,2020-09-11,14:30:00,2,00:30,USG,75
3151,3151,2020-09-11,16:00:00,2,01:00,testy alergiczne,628
3152,3152,2020-09-11,17:00:00,2,00:15,chipowanie,777
3153,3153,2020-09-11,17:30:00,2,01:00,antykoncepcja,854
3154,3154,2020-09-12,09:30:00,1,01:00,testy alergiczne,5
3155,3155,2020-09-12,11:00:00,1,01:00,testy alergiczne,85
3156,3156,2020-09-12,12:00:00,1,00:30,EKG,1087
3157,3157,2020-09-12,12:30:00,1,00:30,kroplówka witaminowa,581
3158,3158,2020-09-13,10:15:00,2,01:00,testy alergiczne,711
3159,3159,2020-09-13,11:15:00,2,01:00,zabieg ortopedyczny,622
3160,3160,2020-09-14,09:00:00,1,00:30,zabieg higieniczy duży,570
3161,3161,2020-09-14,09:30:00,1,00:30,USG,680
3162,3162,2020-09-14,10:00:00,1,00:30,RTG,397
3163,3163,2020-09-14,10:30:00,1,00:30,EKG,657
3164,3164,2020-09-14,11:00:00,1,01:00,zabieg ortopedyczny,615
3165,3165,2020-09-14,12:00:00,1,01:00,antykoncepcja,624
3166,3166,2020-09-14,13:00:00,1,00:30,USG,165
3167,3167,2020-09-14,14:30:00,1,00:15,wydanie paszportu,1026
3168,3168,2020-09-14,14:45:00,1,01:00,testy alergiczne,114
3169,3169,2020-09-14,15:45:00,1,00:30,zabieg higieniczy duży,918
3170,3170,2020-09-14,08:00:00,3,01:00,zabieg okulistyczny ,765
3171,3171,2020-09-14,09:30:00,3,00:15,konsultacja chirurgiczna,776
3172,3172,2020-09-14,10:15:00,3,00:15,konsultacja chirurgiczna,1108
3173,3173,2020-09-14,10:30:00,3,00:30,zabieg chirurgiczny drobny,111
3174,3174,2020-09-14,11:00:00,3,00:30,zabieg chirurgiczny drobny,759
3175,3175,2020-09-14,11:30:00,3,01:00,zabieg chirurgii wewnętrznej,367
3176,3176,2020-09-14,12:30:00,3,00:30,zabieg chirurgiczny drobny,713
3177,3177,2020-09-14,13:30:00,3,00:15,konsultacja chirurgiczna,280
3178,3178,2020-09-14,13:45:00,3,02:00,operacja pod narkozą,1155
3179,3179,2020-09-14,15:45:00,3,01:00,zabieg okulistyczny ,899
3180,3180,2020-09-15,10:00:00,1,00:30,RTG,1160
3181,3181,2020-09-15,10:30:00,1,00:15,wydanie paszportu,1122
3182,3182,2020-09-15,11:15:00,1,00:30,EKG,171
3183,3183,2020-09-15,13:30:00,1,00:15,wydanie paszportu,699
3184,3184,2020-09-15,13:45:00,1,01:00,testy alergiczne,336
3185,3185,2020-09-15,08:30:00,2,01:00,antykoncepcja,331
3186,3186,2020-09-15,10:15:00,2,01:00,testy alergiczne,377
3187,3187,2020-09-15,11:30:00,2,01:00,zabieg ortopedyczny,802
3188,3188,2020-09-15,12:30:00,2,00:15,szczepienie,91
3189,3189,2020-09-15,13:00:00,2,01:00,zabieg ortopedyczny,292
3190,3190,2020-09-15,14:00:00,2,02:00,eutanazja,531
3191,3191,2020-09-15,08:00:00,3,00:15,konsultacja chirurgiczna,692
3192,3192,2020-09-15,11:15:00,3,00:15,konsultacja chirurgiczna,282
3193,3193,2020-09-15,12:00:00,3,00:15,konsultacja chirurgiczna,306
3194,3194,2020-09-15,14:45:00,3,00:15,konsultacja chirurgiczna,714
3195,3195,2020-09-15,15:00:00,3,00:30,zabieg chirurgiczny drobny,980
3196,3196,2020-09-16,08:00:00,1,02:00,Kompleksowy zestaw badań ,294
3197,3197,2020-09-16,10:30:00,1,00:30,zabieg higieniczy duży,120
3198,3198,2020-09-16,11:00:00,1,00:30,RTG,206
3199,3199,2020-09-16,11:45:00,1,00:15,chipowanie,724
3200,3200,2020-09-16,12:30:00,1,00:15,zabieg higieniczny drobny,1003
3201,3201,2020-09-16,12:45:00,1,00:30,RTG,375
3202,3202,2020-09-16,13:15:00,1,00:15,chipowanie,267
3203,3203,2020-09-16,13:30:00,1,00:30,EKG,528
3204,3204,2020-09-16,14:00:00,1,00:15,wydanie paszportu,1064
3205,3205,2020-09-16,09:15:00,2,00:15,badanie krwi,440
3206,3206,2020-09-16,10:15:00,2,00:15,kontrolna,58
3207,3207,2020-09-16,10:30:00,2,00:15,kontrolna,1097
3208,3208,2020-09-16,10:45:00,2,02:00,eutanazja,536
3209,3209,2020-09-16,12:45:00,2,01:00,testy alergiczne,542
3210,3210,2020-09-16,08:00:00,3,02:00,operacja pod narkozą,904
3211,3211,2020-09-16,10:00:00,3,02:00,operacja pod narkozą,336
3212,3212,2020-09-16,12:00:00,3,00:15,konsultacja chirurgiczna,416
3213,3213,2020-09-16,12:30:00,3,00:30,zabieg chirurgiczny drobny,729
3214,3214,2020-09-16,13:30:00,3,00:15,konsultacja chirurgiczna,129
3215,3215,2020-09-17,08:00:00,1,00:15,wydanie paszportu,764
3216,3216,2020-09-17,08:15:00,1,01:00,testy alergiczne,1037
3217,3217,2020-09-17,10:45:00,1,00:30,RTG,542
3218,3218,2020-09-17,11:15:00,1,00:15,szczepienie,51
3219,3219,2020-09-17,11:30:00,1,00:30,zabieg higieniczy duży,709
3220,3220,2020-09-17,12:00:00,1,00:30,RTG,272
3221,3221,2020-09-17,13:15:00,1,02:00,Kompleksowy zestaw badań ,384
3222,3222,2020-09-17,15:45:00,1,00:30,EKG,294
3223,3223,2020-09-17,17:15:00,1,01:00,testy alergiczne,484
3224,3224,2020-09-17,08:30:00,2,00:30,USG,509
3225,3225,2020-09-17,09:00:00,2,01:00,testy alergiczne,31
3226,3226,2020-09-17,11:45:00,2,00:15,kontrolna,119
3227,3227,2020-09-17,12:30:00,2,02:00,eutanazja,1070
3228,3228,2020-09-17,14:30:00,2,00:15,kontrolna,384
3229,3229,2020-09-17,14:45:00,2,00:30,RTG,1143
3230,3230,2020-09-17,15:15:00,2,02:00,eutanazja,791
3231,3231,2020-09-17,17:15:00,2,00:15,zabieg higieniczny drobny,246
3232,3232,2020-09-17,09:30:00,3,00:30,zabieg chirurgiczny drobny,1150
3233,3233,2020-09-17,12:00:00,3,00:15,konsultacja chirurgiczna,576
3234,3234,2020-09-17,12:30:00,3,00:30,zabieg chirurgiczny drobny,1194
3235,3235,2020-09-17,13:00:00,3,01:00,zabieg okulistyczny ,1081
3236,3236,2020-09-17,14:00:00,3,01:00,zabieg okulistyczny ,1150
3237,3237,2020-09-18,08:00:00,2,00:30,USG,764
3238,3238,2020-09-18,11:00:00,2,00:30,USG,92
3239,3239,2020-09-18,11:30:00,2,00:15,zabieg higieniczny drobny,829
3240,3240,2020-09-18,13:45:00,2,00:30,RTG,225
3241,3241,2020-09-18,14:15:00,2,00:15,szczepienie,91
3242,3242,2020-09-18,14:30:00,2,00:30,RTG,832
3243,3243,2020-09-18,15:45:00,2,01:00,testy alergiczne,101
3244,3244,2020-09-18,16:45:00,2,00:15,wydanie paszportu,759
3245,3245,2020-09-18,17:00:00,2,00:15,szczepienie,641
3246,3246,2020-09-18,17:15:00,2,00:30,kroplówka witaminowa,35
3247,3247,2020-09-18,17:45:00,2,01:00,testy alergiczne,528
3248,3248,2020-09-19,09:00:00,1,02:00,Kompleksowy zestaw badań ,457
3249,3249,2020-09-19,11:00:00,1,01:00,antykoncepcja,1179
3250,3250,2020-09-19,12:00:00,1,02:00,eutanazja,69
