,id_zwierzęcia,id_właściciela,Imię,Data urodzenia,Data rejestracji,Gatunek,Rasa,Płeć
790,790,951,Bombel,2017-08-23,2019-12-22,świnka morska,gładkowłosa,M
791,791,197,Rangar,2020-07-03,2020-07-16,kot,europejski,M
792,792,745,Groszek,2010-05-05,2021-03-28,kot,amerykański,M
793,793,452,Demon,2016-03-14,2021-01-23,pies,chart,M
794,794,413,Fokus,2011-06-07,2019-10-14,pies,nagi,M
795,795,66,Manfred,2009-07-02,2021-04-15,pies,beagle,M
796,796,318,Ego,2014-08-29,2021-02-18,ptak,kanarek,M
797,797,82,Opel,2009-08-23,2020-06-20,kot,turecki van,M
798,798,822,Kayko,2012-07-19,2021-03-11,pies,jamnik,M
799,799,596,Gorge,2014-03-23,2021-05-22,pies,hawańczyk,M
800,800,731,Paco,2017-02-27,2019-10-10,pies,chow chow,M
801,801,467,Elvis,2009-12-20,2019-11-08,kot,perski,M
802,802,927,Ego,2011-01-01,2020-03-27,kot,perski,M
803,803,403,Dukat,2020-02-15,2021-05-01,pies,spaniel,M
804,804,478,Lisek,2014-05-29,2021-05-03,pies,rottweiler,M
805,805,803,Kosmo,2014-02-17,2020-02-28,pies,lablador,M
806,806,673,Trufel,2011-03-13,2021-04-25,pies,chow chow,M
807,807,648,Choco,2012-08-12,2020-04-14,pies,lablador,M
808,808,825,Kraken,2012-03-03,2019-10-17,pies,wilczak,M
809,809,374,Zora,2019-07-08,2021-03-17,koszatniczka,,M
810,810,565,Lolek,2013-03-29,2020-06-06,pies,nagi,M
811,811,373,Bruni,2016-03-07,2020-01-26,kot,bengalski,M
812,812,762,Szaruś,2020-04-09,2021-01-15,ptak,nimfa,M
813,813,381,Louis,2016-05-19,2020-05-24,pies,buldog francuski,M
814,814,443,Hektor,2011-10-25,2020-08-21,pies,shiba inu,M
815,815,820,Felix,2021-02-08,2021-03-05,szczur domowy,,M
816,816,445,Tiger,2016-02-05,2020-02-07,świnka morska,peruwianka,M
817,817,560,Cynamon,2021-04-18,2021-05-23,kot,bengalski,M
818,818,51,Saki,2020-02-12,2020-11-18,świnka morska,peruwianka,M
819,819,410,Platon,2019-08-14,2020-07-13,pies,coker spaniel,M
820,820,611,Stanly,2018-04-29,2020-10-30,królik,lew miniaturka,M
821,821,189,Eguś,2016-05-20,2021-03-10,świnka morska,gładkowłosa,M
822,822,920,Nelos,2013-06-10,2020-10-20,pies,spaniel,M
823,823,669,Kazik,2014-12-03,2020-05-07,pies,lablador,M
824,824,317,Dexter,2020-10-22,2020-11-20,pies,akita,M
825,825,388,Ciastek,2012-10-07,2021-06-01,pies,basenji,M
826,826,434,Tami,2017-02-10,2020-01-28,koszatniczka,,M
827,827,424,Dunio,2013-04-26,2021-02-24,pies,sznaucer,M
828,828,156,Wiewiór,2019-03-13,2021-02-15,koszatniczka,,M
829,829,913,Bounty,2011-10-08,2020-07-01,pies,szpic,M
830,830,752,Benio,2021-01-08,2021-02-11,koszatniczka,,M
831,831,868,Protos,2013-05-19,2019-11-12,pies,elkhund,M
832,832,458,Gabor,2013-10-31,2019-10-28,pies,seter,M
833,833,786,Garfild,2016-01-08,2019-11-16,pies,hollandse,M
834,834,332,Pimpu,2012-04-24,2020-03-22,pies,komondor,M
835,835,102,Tasman,2013-04-09,2020-09-08,kot,tiffanie,M
836,836,701,Jackie,2015-03-12,2020-03-21,pies,bernardyn,M
837,837,952,Gabor,2011-11-23,2021-03-25,kot,doński,M
838,838,858,Maniek,2012-12-15,2021-01-18,pies,shiba inu,M
839,839,692,Zorka,2009-07-26,2020-02-24,kot,turecki van,M
840,840,589,Kminek,2013-11-29,2020-01-13,pies,mops,M
841,841,900,Piracik,2011-10-17,2021-05-01,pies,nagi,M
842,842,612,Arczci,2011-02-27,2021-05-31,ptak,papuga,M
843,843,123,Koko,2013-09-11,2021-01-21,pies,hokkaido,M
844,844,402,Milky,2017-05-11,2020-08-10,kot,bobtail,M
845,845,496,Jorguś,2012-08-11,2021-05-10,kot,ragdoll,M
846,846,955,Freddie,2020-05-31,2020-07-29,pies,nagi,M
847,847,804,HyziekIbis,2010-09-28,2019-11-02,pies,spaniel,M
848,848,695,Drops,2010-10-11,2021-03-18,kot,doński,M
849,849,20,Chiko,2013-02-04,2019-12-16,pies,ogar,M
850,850,545,Szarek,2013-11-11,2020-11-01,pies,dalmatyńczyk,M
851,851,313,Riko,2015-04-25,2020-11-01,ptak,kanarek,M
852,852,884,Baksio,2011-12-11,2021-01-27,pies,jamnik,M
853,853,96,Badi,2018-08-13,2021-01-19,jeż hodowlany,,M
854,854,450,Hikari,2017-06-13,2020-08-12,pies,chow chow,M
855,855,181,Tai,2013-07-26,2020-12-15,kot,dachowiec,M
856,856,286,Syriusz,2020-10-09,2021-04-10,pies,coker spaniel,M
857,857,999,Kazio,2013-05-02,2020-08-23,pies,shar pei,M
858,858,710,Chiko,2010-05-10,2019-12-30,kot,burmański,M
859,859,908,Cynamon,2009-03-12,2020-09-27,pies,chiuahua,M
860,860,674,Spontan,2018-02-20,2020-04-18,kot,bombajski,M
861,861,480,Bibi,2015-11-09,2020-10-23,pies,ogar,M
862,862,347,Lester,2013-05-23,2020-01-30,pies,pekińczyk,M
863,863,926,Rex,2018-08-06,2021-02-13,kot,bombajski,M
864,864,878,Loras,2018-09-09,2021-01-08,pies,bullmastif,M
865,865,185,Graffi,2014-07-11,2021-02-11,pies,cavalier,M
866,866,889,Kasel,2011-05-05,2021-05-20,pies,hawańczyk,M
867,867,528,Lupi,2014-08-14,2020-06-07,pies,akita,M
868,868,934,Szczepan,2015-04-25,2020-05-25,pies,rottweiler,M
869,869,602,Majszi,2016-04-29,2020-11-24,pies,basenji,M
870,870,127,Kali,2013-03-03,2021-01-13,pies,charcik,M
871,871,518,Szeryf,2014-10-27,2021-01-28,pies,shar pei,M
872,872,43,Jordan,2016-04-15,2020-10-03,pies,buldog angielski,M
873,873,966,Brunek,2017-05-09,2020-03-05,pies,charcik,M
874,874,364,Coffee,2018-05-07,2020-07-02,jeż hodowlany,,M
875,875,126,Lilo,2016-08-02,2020-10-30,kot,burmański,M
876,876,544,Knapik,2015-06-07,2021-04-03,pies,drever,M
877,877,326,Kovu,2016-03-10,2020-12-07,pies,golden retriever,M
878,878,621,Dżidżun,2017-11-15,2020-04-10,pies,bloodhound,M
879,879,21,Kokosz,2018-08-21,2020-06-12,pies,jamnik,M
880,880,942,Lerek,2020-01-16,2021-02-13,kot,syberyjski,M
881,881,494,Józio,2015-12-02,2020-05-10,ptak,kanarek,M
882,882,499,Femi,2019-11-04,2020-05-11,pies,bloodhound,M
883,883,190,Loki,2012-02-28,2020-05-25,pies,shiba inu,M
884,884,562,Klemens,2012-11-24,2020-05-23,kot,hawański,M
885,885,759,Daffi,2015-06-02,2020-09-26,królik,holenderski,M
886,886,639,Zorka,2017-07-06,2021-01-24,kot,tiffanie,M
887,887,222,Józio,2020-10-23,2020-12-24,pies,skye,M
888,888,662,Teoś,2010-12-26,2020-12-06,pies,pinczer,M
889,889,957,Leonidas,2013-04-14,2020-05-28,pies,golden retriever,M
890,890,910,Mikie,2012-05-26,2019-11-06,pies,łajka,M
891,891,700,moon,2012-06-19,2020-05-04,pies,terier,M
892,892,355,Haru,2014-04-29,2021-04-28,pies,foksterier,M
893,893,211,Kusko,2013-02-16,2020-10-17,pies,szpic,M
894,894,500,Azard,2009-08-07,2019-10-06,kot,gagamuffin,M
895,895,506,Rojter,2019-03-03,2020-12-27,pies,chart,M
896,896,226,Olivier,2014-04-22,2021-04-25,pies,hollandse,M
897,897,284,Mers,2013-07-04,2020-12-04,kot,doński,M
898,898,301,Kobi,2014-10-23,2020-07-09,pies,gończy,M
899,899,814,Brasko,2013-05-09,2020-05-05,pies,buldog francuski,M
900,900,118,Tuptuś,2013-08-15,2020-07-15,kot,egzotyczny,M
901,901,944,Nero,2019-09-04,2021-03-30,szczur domowy,,M
902,902,937,Edek,2018-07-04,2020-07-04,kot,tiffanie,M
903,903,832,Hikari,2015-08-14,2019-10-15,pies,nowofunland,M
904,904,212,Muchomor,2013-07-16,2019-11-20,pies,husky,M
905,905,684,Tarek,2018-05-19,2021-03-02,królik,baranek miniaturka,M
906,906,812,Kierat,2014-09-07,2020-12-15,pies,bernardyn,M
907,907,646,Dolar,2014-03-19,2021-05-10,ptak,nimfa,M
908,908,586,Szejk,2016-06-29,2020-12-04,ptak,słowik chiński,M
909,909,597,Largo,2017-04-07,2020-12-09,królik,lew miniaturka,M
910,910,486,Argus,2011-11-08,2020-02-11,pies,yorkshire terrier,M
911,911,396,Adi,2018-06-19,2019-10-26,pies,ogar,M
912,912,498,Clifford,2020-09-25,2021-01-26,jeż hodowlany,,M
913,913,133,Roofi,2016-05-29,2020-10-27,pies,elkhund,M
914,914,720,Obi,2018-08-05,2020-02-16,myszoskoczek,,M
915,915,637,Ami,2014-12-20,2021-03-19,pies,whippet,M
916,916,254,Skalpel,2019-02-01,2020-05-11,pies,boston tereier,M
917,917,843,Bessi,2014-07-30,2020-09-01,pies,seter,M
918,918,998,Scotti,2011-09-14,2020-02-11,pies,grzywacz chiński,M
919,919,33,Bongo,2012-12-23,2019-11-05,pies,bearded collie,M
920,920,504,Floki,2012-07-31,2021-05-28,kot,europejski,M
921,921,436,Nix,2018-09-14,2020-12-02,pies,hollandse,M
922,922,109,AzorBabi,2010-06-08,2020-07-28,pies,welsh corgi,M
923,923,18,Tedi,2010-08-17,2021-02-19,kot,burmański,M
924,924,881,Magnum,2009-11-05,2020-09-25,pies,chiuahua,M
925,925,418,Blue,2012-12-29,2021-01-01,pies,pekińczyk,M
926,926,797,William,2012-04-25,2020-11-08,pies,buhund,M
927,927,592,Mały,2014-04-01,2021-04-15,pies,faraona,M
928,928,393,Spajkuś,2017-06-23,2021-01-01,pies,szpic,M
929,929,368,Ivar,2011-03-18,2019-11-07,kot,maine coon,M
930,930,815,Reksio,2017-01-12,2020-06-08,świnka morska,peruwianka,M
931,931,256,Tajfun,2020-05-24,2020-07-04,mysz domowa,,M
932,932,10,Elvis,2017-03-27,2020-02-04,pies,shih tzu,M
933,933,536,Wedel,2020-01-18,2020-02-13,pies,foksterier,M
934,934,129,Largo,2018-05-26,2021-01-08,koszatniczka,,M
935,935,723,Odi,2014-11-10,2021-04-27,pies,pekińczyk,M
936,936,569,Ciastek,2014-04-13,2020-02-28,pies,hollandse,M
937,937,349,Ciciuś,2019-11-23,2021-04-01,pies,akita,M
938,938,578,Loco,2006-08-13,2021-02-01,kot,tajski,M
939,939,479,Tofik,2014-06-24,2021-01-06,pies,dalmatyńczyk,M
940,940,678,Flo,2011-03-27,2020-02-09,pies,samoyed,M
941,941,140,Zoja,2016-03-11,2020-10-14,pies,bernardyn,M
942,942,236,Ravi,2010-10-10,2019-12-26,kot,abisyński,M
943,943,259,Snickers,2013-03-07,2021-03-22,kot,hawański,M
944,944,923,Witek,2018-04-08,2021-03-10,pies,yorkshire terrier,M
945,945,338,Daster,2009-07-11,2020-01-15,pies,bearded collie,M
946,946,573,Ruben,2011-11-11,2021-03-06,kot,burmański,M
947,947,532,Baloo,2016-05-25,2020-09-30,świnka morska,gładkowłosa,M
948,948,782,Billy,2010-11-26,2020-06-16,kot,doński,M
949,949,802,Garfild,2015-05-23,2020-06-07,ptak,kanarek,M
950,950,92,Pixel,2020-11-04,2021-05-14,myszoskoczek,,M
951,951,258,Orest,2009-02-02,2021-03-22,pies,basenji,M
952,952,476,Fenuś,2020-08-20,2021-05-22,pies,puli,M
953,953,588,Malkolm,2018-07-05,2020-10-11,ptak,kanarek,M
954,954,245,Gizmo,2014-09-10,2020-12-21,pies,dog,M
955,955,575,Pirat,2012-07-29,2020-04-16,pies,puli,M
956,956,606,Resco,2020-03-02,2020-11-14,pies,kelpie,M
957,957,320,Ciapek,2012-04-25,2021-05-08,kot,egzotyczny,M
958,958,798,Bazyli,2014-08-26,2020-09-28,królik,holenderski,M
959,959,262,Cynamon,2016-10-07,2021-04-04,ptak,papuga,M
960,960,593,Falkor,2011-01-21,2020-01-20,kot,egzotyczny,M
961,961,2,Garry,2015-03-28,2019-10-28,pies,chart,M
962,962,935,Billy,2013-12-08,2021-01-11,pies,akita,M
963,963,572,Orio,2020-02-12,2020-03-04,pies,pondeco,M
964,964,689,DJ,2016-01-28,2021-02-17,królik,holenderski,M
965,965,419,Józio,2011-01-14,2021-02-16,pies,nagi,M
966,966,867,Kazik,2013-08-03,2021-05-19,pies,beagle,M
967,967,145,Józio,2019-09-08,2020-11-14,kot,bengalski,M
968,968,169,Majster,2013-04-14,2020-08-29,kot,himalajski,M
969,969,618,Figaro,2016-12-24,2020-07-16,pies,sznaucer,M
970,970,487,Bryś,2011-10-06,2020-02-28,pies,welsh corgi,M
971,971,45,Kapsel,2014-10-10,2020-10-22,pies,hokkaido,M
972,972,712,Kostek,2015-12-15,2019-10-15,królik,mini rex,M
973,973,841,Jarhead,2016-09-10,2020-07-06,królik,baranek miniaturka,M
974,974,295,Tygrys,2018-06-10,2021-04-24,pies,hot,M
975,975,977,Wedel,2020-04-12,2020-10-01,pies,lablador,M
976,976,414,Piorun,2012-12-19,2020-08-02,pies,faraona,M
977,977,973,Rokuś,2018-08-17,2020-04-25,pies,hot,M
978,978,89,Bono,2014-08-24,2020-09-13,pies,rottweiler,M
979,979,35,Malmo,2012-03-18,2020-06-26,pies,basenji,M
980,980,706,Floki,2012-04-03,2019-10-26,pies,pinczer,M
981,981,845,Cleo,2016-05-09,2021-03-23,kot,bengalski,M
982,982,108,Cleo,2014-11-16,2020-01-08,pies,buldog angielski,M
983,983,370,Dafinek,2015-07-22,2020-12-22,królik,holenderski,M
984,984,409,Dino,2011-06-22,2020-06-23,pies,welsh corgi,M
985,985,447,Cosinus,2015-02-17,2021-05-10,pies,rottweiler,M
986,986,429,JuniorKacper,2011-02-12,2020-10-21,pies,bearded collie,M
987,987,157,Rocco,2014-07-28,2021-04-06,kot,bobtail,M
988,988,142,Regis,2014-03-16,2020-10-30,pies,shar pei,M
989,989,805,Karlus,2015-10-15,2021-05-27,pies,chart,M
990,990,376,Jim,2013-07-23,2021-03-27,pies,ogar,M
991,991,122,Akeno,2019-03-04,2020-01-04,pies,dog,M
992,992,438,Rufi,2015-03-10,2021-04-22,pies,bullmastif,M
993,993,73,Mambo,2008-11-16,2020-03-11,kot,syjamski,M
994,994,398,Skoti,2011-11-29,2020-05-19,kot,bobtail,M
995,995,285,Kiwi,2019-05-11,2021-01-19,pies,whippet,M
996,996,86,Arson,2012-12-31,2020-10-10,pies,pondeco,M
997,997,7,Paco,2015-01-21,2020-10-14,pies,komondor,M
998,998,287,Gumiś,2012-02-26,2021-04-09,pies,terier,M
999,999,360,Nero,2011-02-01,2019-11-10,kot,burmański,M
1000,1000,679,Barry,2016-04-09,2019-11-10,ptak,papużka falista,M
1001,1001,239,Knapik,2012-08-24,2020-01-13,kot,dachowiec,M
1002,1002,883,Jeff,2018-09-22,2021-03-30,pies,komondor,M
1003,1003,797,Apik,2018-02-19,2020-04-11,królik,lew miniaturka,M
1004,1004,701,Talon,2010-02-26,2021-02-27,pies,pinczer,M
1005,1005,582,Colly,2019-07-16,2020-01-02,kot,kartuski,M
1006,1006,656,Ares,2017-08-13,2019-10-10,kot,tiffanie,M
1007,1007,358,Dekster,2013-08-16,2020-02-20,pies,grzywacz chiński,M
1008,1008,997,Demon,2012-06-01,2020-01-07,pies,pondeco,M
1009,1009,900,Hades,2019-06-30,2020-10-24,chomik,,M
1010,1010,720,Tasman,2010-11-02,2020-02-04,pies,szpic,M
1011,1011,359,Bono,2011-07-20,2020-07-15,pies,pudel,M
1012,1012,377,Kenzo,2012-04-17,2020-10-04,kot,cornish,M
1013,1013,384,Kokosz,2020-09-24,2021-01-22,szczur domowy,,M
1014,1014,719,Way,2016-08-10,2021-02-05,królik,mini rex,M
1015,1015,464,Lerek,2014-06-25,2020-08-24,pies,komondor,M
1016,1016,221,Nelson,2018-01-03,2020-11-14,kot,sfinks,M
1017,1017,798,Tropek,2017-02-27,2021-03-06,pies,grzywacz chiński,M
1018,1018,674,Piksel,2010-11-13,2019-12-20,kot,perski,M
1019,1019,364,Lupus,2013-02-09,2020-05-25,pies,pondeco,M
1020,1020,71,Fluffi,2008-11-27,2021-05-12,kot,gagamuffin,M
1021,1021,239,Igor,2009-04-20,2021-01-30,kot,burmański,M
1022,1022,503,May,2017-04-24,2021-01-10,królik,baranek miniaturka,M
1023,1023,413,Barry,2010-10-16,2020-07-01,pies,bearded collie,M
1024,1024,126,Ori,2014-05-06,2021-01-13,pies,gończy,M
1025,1025,486,Niko,2010-12-01,2021-01-15,kot,cornish,M
1026,1026,596,Levis,2020-04-09,2020-08-06,ptak,nimfa,M
1027,1027,526,Neo,2012-01-23,2021-04-03,kot,sfinks,M
1028,1028,247,Blue,2011-01-06,2020-06-30,pies,beagle,M
1029,1029,481,Boss,2012-04-30,2021-05-31,kot,doński,M
1030,1030,311,Mer,2017-04-07,2020-10-16,świnka morska,peruwianka,M
1031,1031,443,Bubuś,2014-07-01,2020-03-29,pies,boston tereier,M
1032,1032,282,RyśSajgon,2017-05-06,2020-07-04,kot,syberyjski,M
1033,1033,1,Piksel,2012-04-27,2019-10-31,pies,seter,M
1034,1034,73,Jim,2017-03-19,2021-05-02,królik,teddy,M
1035,1035,63,Bounty,2018-01-13,2019-12-03,pies,chart,M
1036,1036,772,Tosiak,2021-03-06,2021-06-04,pies,chart,M
1037,1037,346,Aron,2011-02-23,2020-05-08,pies,yorkshire terrier,M
1038,1038,323,Amol,2019-10-07,2020-07-02,jeż hodowlany,,M
1039,1039,238,Bil,2019-02-19,2020-01-28,pies,hot,M
1040,1040,396,Nelson,2018-03-21,2020-06-05,pies,bernardyn,M
1041,1041,336,Kosmita,2011-08-13,2021-05-30,pies,puli,M
1042,1042,340,Pedros,2016-10-11,2019-12-28,pies,whippet,M
1043,1043,278,Ajax,2016-01-23,2021-05-25,pies,mastif,M
1044,1044,352,Stuart,2014-09-25,2020-12-27,pies,dog,M
1045,1045,945,Budyń,2011-11-06,2021-03-23,kot,abisyński,M
1046,1046,891,Mayki,2017-12-18,2020-01-01,ptak,nimfa,M
1047,1047,462,Szczurko,2013-02-19,2021-04-05,pies,samoyed,M
1048,1048,461,Milton,2016-06-20,2021-02-22,świnka morska,abisyńska,M
1049,1049,712,Arczci,2011-11-02,2020-11-15,kot,gagamuffin,M
1050,1050,292,Maniek,2019-07-15,2020-07-01,pies,charcik,M
1051,1051,797,Miki,2015-11-10,2021-03-11,kot,bobtail,M
1052,1052,732,Klemek,2016-09-04,2021-02-09,szynszyla,,M
1053,1053,406,Gibson,2015-06-23,2021-06-02,świnka morska,peruwianka,M
1054,1054,161,Spajki,2014-03-09,2020-12-25,pies,bloodhound,M
1055,1055,502,Harrison,2012-05-18,2021-03-30,pies,beagle,M
1056,1056,447,Largo,2011-07-19,2020-09-18,pies,beagle,M
1057,1057,694,Barry,2018-08-08,2020-08-27,pies,seter,M
1058,1058,454,Marco,2011-01-24,2020-07-16,pies,elkhund,M
1059,1059,884,Czako,2016-09-29,2019-11-08,pies,wilczak,M
1060,1060,264,Maurycy,2012-04-19,2021-03-20,pies,wilczak,M
1061,1061,131,Reks,2013-09-04,2021-02-03,pies,foksterier,M
1062,1062,833,Negro,2008-09-28,2021-02-02,kot,rosyjski,M
1063,1063,119,Dyzio,2020-10-14,2021-03-07,pies,hokkaido,M
1064,1064,891,Heksan,2020-03-18,2020-03-29,pies,pinczer,M
1065,1065,218,Tantos,2020-02-07,2020-10-07,królik,lew miniaturka,M
1066,1066,416,Ari,2020-06-12,2020-11-04,kot,tiffanie,M
1067,1067,671,Gaston,2016-05-22,2021-02-18,kot,gagamuffin,M
1068,1068,504,Witek,2013-04-02,2021-05-30,pies,spaniel,M
1069,1069,299,Teo,2019-07-28,2021-03-14,świnka morska,abisyńska,M
1070,1070,108,Rajmund,2017-06-21,2020-07-02,pies,pondeco,M
1071,1071,237,Puszek,2012-08-10,2021-03-21,pies,chow chow,M
1072,1072,292,Apach,2016-09-26,2020-01-07,koszatniczka,,M
1073,1073,986,Puszek,2015-03-23,2020-12-24,królik,holenderski,M
1074,1074,987,Figaro,2020-10-27,2021-04-03,kot,bengalski,M
1075,1075,578,Aslan,2013-12-19,2020-06-17,kot,sfinks,M
1076,1076,827,Monimir,2020-11-14,2021-01-27,pies,dalmatyńczyk,M
1077,1077,186,Major,2021-01-14,2021-01-19,myszoskoczek,,M
1078,1078,35,Poldek,2013-05-25,2019-12-30,pies,bearded collie,M
1079,1079,560,Mikie,2017-01-20,2020-12-13,pies,maltańczyk,M
1080,1080,255,Aron,2013-10-30,2021-04-26,kot,syberyjski,M
1081,1081,434,Szerin,2009-03-28,2020-01-20,kot,tajski,M
1082,1082,618,Johnny,2014-02-27,2019-10-23,pies,spaniel,M
1083,1083,7,Lesio,2013-09-03,2020-10-03,pies,doberman,M
1084,1084,747,Lolek,2019-06-15,2020-10-17,pies,dalmatyńczyk,M
1085,1085,177,Manami,2015-03-09,2020-03-12,królik,holenderski,M
1086,1086,241,Orio,2012-03-08,2020-01-12,kot,abisyński,M
1087,1087,40,Gaston,2013-03-25,2020-06-25,pies,akita,M
1088,1088,356,Stiuard,2010-08-13,2019-11-22,pies,bearded collie,M
1089,1089,756,Kiwi,2016-01-01,2020-11-22,kot,sfinks,M
1090,1090,112,Zoja,2015-09-20,2019-12-02,pies,buldog angielski,M
1091,1091,876,Tygrys,2018-08-29,2020-04-04,świnka morska,peruwianka,M
1092,1092,767,Kropek,2016-10-10,2020-12-24,świnka morska,abisyńska,M
1093,1093,165,Cappuccino,2015-02-11,2020-07-31,szynszyla,,M
1094,1094,503,Teodor,2020-08-26,2020-11-29,pies,nowofunland,M
1095,1095,853,Seba,2018-08-07,2021-04-11,pies,hot,M
1096,1096,77,Ksenon,2016-05-28,2020-09-22,pies,pekińczyk,M
1097,1097,718,Garik,2013-07-03,2020-05-04,kot,syberyjski,M
1098,1098,822,Benek,2012-10-30,2020-04-10,pies,nagi,M
1099,1099,877,Robinek,2014-04-21,2020-09-15,pies,foksterier,M
1100,1100,195,Benji,2018-10-31,2020-02-18,myszoskoczek,,M
1101,1101,401,Russell,2012-06-03,2019-11-03,kot,perski,M
1102,1102,832,Milou,2019-03-31,2020-02-27,pies,faraona,M
1103,1103,63,Typek,2021-04-01,2021-05-26,świnka morska,peruwianka,M
1104,1104,651,Bajzel,2019-11-30,2021-03-11,pies,ogar,M
1105,1105,885,IzzyJacek,2019-09-08,2021-02-18,pies,seter,M
1106,1106,424,Lambo,2011-12-31,2020-04-12,pies,szpic,M
1107,1107,41,Chaps,2014-03-13,2021-01-17,pies,owczarek,M
1108,1108,372,Zula,2019-03-26,2020-09-13,szczur domowy,,M
1109,1109,955,Melman,2018-01-31,2019-10-05,pies,spaniel,M
1110,1110,305,Teo,2010-05-19,2020-01-22,kot,burmański,M
1111,1111,208,Edek,2014-05-06,2019-12-07,pies,faraona,M
1112,1112,466,Dino,2019-09-28,2019-11-26,pies,jamnik,M
1113,1113,931,Alfa,2013-12-21,2020-06-22,pies,akita,M
1114,1114,303,Spidy,2014-04-28,2021-03-16,pies,bloodhound,M
1115,1115,966,Figo,2017-10-05,2020-08-01,pies,pudel,M
1116,1116,584,Azazel,2013-10-18,2020-05-25,pies,ogar,M
1117,1117,391,Tesla,2013-09-26,2019-12-16,pies,seter,M
1118,1118,152,Rasty,2020-06-07,2021-05-29,pies,bullmastif,M
1119,1119,646,Pumba,2011-07-09,2021-05-29,kot,hawański,M
1120,1120,361,Balto,2013-09-13,2021-01-30,pies,golden retriever,M
1121,1121,263,HyziekIbis,2015-09-10,2019-10-10,pies,alaskan,M
1122,1122,215,Baksio,2008-01-14,2020-02-18,kot,rosyjski,M
1123,1123,720,Mercedes,2012-04-21,2020-11-11,pies,faraona,M
1124,1124,715,Buniek,2015-02-11,2021-04-11,pies,bullmastif,M
1125,1125,621,Bercik,2012-06-30,2021-04-26,kot,hawański,M
1126,1126,542,Hermann,2014-08-09,2020-04-27,pies,shih tzu,M
1127,1127,523,Hunter,2014-06-04,2020-11-17,pies,seter,M
1128,1128,638,Roni,2013-10-09,2021-06-01,kot,cornish,M
1129,1129,824,Garik,2016-12-15,2019-11-09,pies,berneński,M
1130,1130,193,Dante,2021-03-07,2021-04-30,pies,basenji,M
1131,1131,651,Bordi,2014-04-19,2020-06-22,pies,dog,M
1132,1132,26,Sofik,2021-05-11,2021-05-13,kot,rosyjski,M
1133,1133,45,Kajetan,2017-08-06,2021-05-03,pies,chiuahua,M
1134,1134,646,Borut,2016-06-19,2020-12-25,kot,cornish,M
1135,1135,828,Hunter,2013-12-27,2020-04-07,pies,komondor,M
1136,1136,953,Bobik,2019-11-20,2020-05-23,szczur domowy,,M
1137,1137,57,Szarik,2015-08-04,2020-07-04,szynszyla,,M
1138,1138,12,Melman,2018-09-27,2020-09-20,świnka morska,abisyńska,M
1139,1139,948,Bajtek,2012-10-21,2020-11-20,pies,cavalier,M
1140,1140,611,Badi,2010-11-03,2020-03-03,pies,terier,M
1141,1141,960,Tuptuś,2013-07-23,2020-10-22,pies,golden retriever,M
1142,1142,48,TysonWaderek,2018-01-13,2019-11-09,kot,dachowiec,M
1143,1143,802,Simon,2015-03-26,2020-08-25,pies,lablador,M
1144,1144,93,Johnny,2015-05-02,2021-01-11,pies,shar pei,M
1145,1145,606,Diament,2011-02-20,2021-01-12,kot,ragdoll,M
1146,1146,656,Ramos,2018-12-15,2020-01-07,kot,tajski,M
1147,1147,583,Orio,2019-11-30,2020-04-11,pies,chart,M
1148,1148,450,Beniu,2011-12-10,2020-03-14,pies,mops,M
1149,1149,378,Aston,2013-08-24,2021-04-12,pies,elkhund,M
1150,1150,9,Kminek,2015-12-03,2020-07-30,pies,chart,M
1151,1151,673,Piorun,2012-06-08,2020-09-24,pies,buldog francuski,M
1152,1152,725,Malkolm,2019-07-11,2020-05-31,pies,elkhund,M
1153,1153,515,Aron,2012-08-09,2021-04-20,pies,wyżeł,M
1154,1154,223,Aslan,2012-03-07,2021-05-12,pies,boston tereier,M
1155,1155,380,Hetman,2009-10-02,2020-03-19,pies,wilczak,M
1156,1156,540,Stiuard,2008-05-06,2020-02-21,pies,chiuahua,M
1157,1157,301,Stiwi,2008-11-19,2020-02-20,kot,rosyjski,M
1158,1158,202,Tami,2019-06-07,2020-05-26,świnka morska,gładkowłosa,M
1159,1159,941,Ciciuś,2011-01-29,2019-10-07,kot,tiffanie,M
1160,1160,588,Major,2019-02-27,2020-06-16,kot,cornish,M
1161,1161,570,Apach,2012-04-12,2020-10-09,kot,balijski,M
1162,1162,956,Bongo,2018-04-20,2020-07-08,pies,hot,M
1163,1163,195,Kokosz,2013-01-03,2021-03-03,pies,bloodhound,M
1164,1164,321,Sallem,2013-12-12,2020-05-03,pies,lhasa apso,M
1165,1165,417,Leliks,2010-09-23,2020-05-07,pies,maltańczyk,M
1166,1166,618,Scotti,2014-07-16,2020-06-30,pies,łajka,M
1167,1167,341,Frugo,2014-06-13,2021-01-22,kot,ragdoll,M
1168,1168,388,Fluffi,2018-08-17,2021-03-15,pies,bernardyn,M
1169,1169,8,Rocky,2013-02-21,2019-12-07,pies,pudel,M
1170,1170,531,Nes,2009-12-30,2021-01-06,kot,tajski,M
1171,1171,148,Leonek,2012-04-07,2019-10-20,pies,faraona,M
1172,1172,382,Lilo,2012-05-04,2021-04-20,kot,tiffanie,M
1173,1173,528,Puszek,2012-09-08,2019-10-23,pies,terier,M
1174,1174,11,Black,2017-03-04,2020-08-24,szynszyla,,M
1175,1175,475,Nero,2016-07-31,2020-01-05,ptak,słowik chiński,M
1176,1176,593,Kasel,2018-02-15,2019-10-21,pies,shih tzu,M
